paper_id,evaluation_type,source_file,paper_url,notes,empirical_dataset,code_available_in_article,papers_with_code_link_available,papers_with_code_link_matches,result_replication_code_available,is_package,has_wrapper_scripts,hardware_specifications_provided,software_dependencies,likely_to_reproduce,readme_parsed_successfully,code_avail_url,pwc_link_desc,code_language,wrapper_scripts_desc,software_dependencies_desc,will_it_reproduce_desc,problem,problem_description,objective,objective_description,research_method,research_method_description,research_questions,research_questions_description,pseudocode,pseudocode_description,dataset,dataset_description,hypothesis,hypothesis_description,prediction,experiment_setup,experiment_setup_description
1606.04671,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/1606.04671.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,The contributions of this paper are threefold,False,,False,,False,,False,,False,,False,,False,True,
1903.09668,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/1903.09668.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",False,"Has links to UCI and Kaggle datasets, and a reference to another paper's dataset",False,,False,True,"Under the heading ""Experiments"""
1904.10554,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/1904.10554.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,,False,"Rather than taking a model-based approach, it is possible to derive non-parametric reinforcement-learning (RL) methods to study these equilibria. The main idea behind these methods is to directly approximate equilibria from simulations or observed data, providing a powerful alternative to the usual approach",False,,False,,True,"Called ""Algorithm 1, 2..""",False,,False,,False,True,"Under the heading ""Experiments"""
1908.05659,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/1908.05659.pdf,"90 page review, no experiments, mostly math",,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,False,,False,,False,False,
1909.00931,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/1909.00931.pdf,,,True,True,True,,,False,True,False,,,https://github.com/yukiar/TransferFT,"Yes, same repo, but still no code (Official Code)",Python,,,,True,These tasks are central problems in natural language unde,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,They link 4 datasets in the paper,True,,False,True,"""Evaluation setting"""
1911.03867,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/1911.03867.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,True,Mentions dataset references and details but not obtainable,False,,False,False,
2002.05905,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2002.05905.pdf,No code or data shared,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,False,,False,,False,True,Experimental assessment
2004.05258,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2004.05258.pdf,,,False,False,False,,,False,,False,,,,,,,,,False,,False,,True,,False,,False,,True,Dataset references,False,,False,True,Setup section under Evaluation Result
2009.01947,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2009.01947.pdf,Good! Has scripts to reproduce figures. Paper compares algorithms,,True,True,True,True,,True,,True,True,,https://gitlab.com/luciacyx/nm-adaptive-code,"Yes, same repo (Official Code)","C++, python","gen-table.bash, reproduce.bash",NA/makefile,,False,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,We evaluate on a variety of network technologies from the Stanford Large Network Dataset Collection,False,,False,True,"Appendix, Additional Experiments"
2010.04261,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2010.04261.pdf,72 page review,,False,False,False,,,False,,False,,,,,,,,,False,Towards this goal,False,,False,,False,,False,,False,,False,,False,True,Detailed Experiment Setup
2010.04855,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2010.04855.pdf,"Review, mentions r package for sone of the simulations",,False,False,False,,,False,,False,False,,,,R?,,,,False,,False,,False,,False,,False,,True,We use the dataset published by [26],False,,False,False,
2011.11576,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2011.11576.pdf,,,True,True,False,,True,True,True,False,False,,https://github.com/jpbrooks/conjecturing,"Yes, but original repo, not the fork (Official Code)",Sage,"sage package, has instructions on load (says in readme)",Not sure,"Too many results and not enough code, somewhat subjective",True,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,Dataset references,True,Hypotheses,False,True,Experimental setup
2012.09302,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2012.09302.pdf,Good! Python package. Well documented and seems reproducible,,True,True,True,True,True,True,,True,True,,https://github.com/ain-soph/trojanzoo,"Yes, same repo (Official Code)",,setup.py,requirements.txt,,False,,False,,False,,True,RQ_1,False,,True,"Details in experimental setup. CIFAR,  ImageNet..",False,,False,True,Experimental Setting
2101.07354,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2101.07354.pdf,"Implements and compares algs from 2 papers, no code in the paper itself",,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,True,We refer interested readers to the references above for more detailed information about the three realworld network datasets.,False,,False,True,APPLICATIONS TO REAL-WORLD NETWORKS
2102.11887,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2102.11887.pdf,Math,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,True,,False,,True,"Proposition 1, 2",False,False,
2104.11893,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2104.11893.pdf,Seems runnable but not well documented,,True,True,True,True,,False,,False,,,https://github.com/jingweio/LGD-GCN,"Yes, same repo (Community Code)",Python,,,,False,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,"Datasets Cora, Citeseer, and Pubmed are three citation benchmark networks widely used in",False,,False,True,Experimental Setting
2104.12546,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2104.12546.pdf,Some model params described but no code,,False,False,False,,,False,,False,,,,,,,,,True,The problem addressed in this paper is a supervised learning problem.,False,,False,,False,,False,,True,Some datasets cited in refs,False,,False,True,Empirical Study
2105.01099,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2105.01099.pdf,"Review article, no code",,False,False,False,,,False,,False,,,,,,,,,True,We describe the research problems associated,False,,False,,False,,False,,False,,False,,False,False,
2105.01937,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2105.01937.pdf,"Good! Has conda, and commands for models in paper",,True,True,True,True,False,True,,True,True,,https://github.com/BrianG13/FLEX,"Yes, same repo (Official Code)",python,"train.py, evaluate_multiview.py","requirements.txt, 
environment.yml",,False,,False,,False,,False,,False,,True,In supplementary material section - More information and access to raw data are provided on the dataset webpage: https://vision.imar.ro/human3.6m/,False,,False,True,Experiments and evaluation
2105.15197,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2105.15197.pdf,Math and proofs,,False,False,False,,,False,,False,,,,,,,,,False,,True,The goal of this paper is to,False,,False,,False,,False,,True,Assumption 3.1,False,False,
2106.01528,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.01528.pdf,Has many other github links to refs,,True,True,True,True,,True,,True,True,,https://github.com/dereklhansen/flowselect,"Yes, same repo (Official Code)",python,main.py,pyproject.toml,Partially,False,,False,,True,Methodology section,False,,True,"Called ""Algorithm 1, 2..""",True,Feature datasets section,False,,False,True,"Experiments section, experimental setting"
2106.03157,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.03157.pdf,Good! Replicate.com link. Colab & binder. Has other github links,,True,True,True,True,,False,,True,True,,https://github.com/kyo-takano/EfficientCube,"Yes, same repo (Official Code)",python,"Each in its own notebook, readme has instructions",requirements.txt,,True,Problem is to solve a Rubiks cube - in  abstract but vague in terms of keyword matching,True,Related Work section,True,Proposed Method section,False,,True,"Called ""Algorithm 1, 2..""",True,"We utilize the publicly available DeepCubeA dataset on Code Ocean2,",False,,False,True,Experiment section
2106.03725,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.03725.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,,True,In this work our goal is to identify the CAD,False,,False,,False,,True,We evaluate our MNN stability results on the Model-Net10 [41] classification problem.,True,"Proposition 1, 2",False,True,Numerical Experiments section
2106.06927,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.06927.pdf,,,True,True,True,True,,True,,True,True,,https://github.com/renanrojasg/adv_robust_autoencoder,"Yes, same repo (Official Code)",python,scripts/,"conda_reqs.txt, pip_reqs.txt",Partially,False,,False,,True,Proposed Method section,False,,False,,True,"Standard datasets - CIFAR, ImageNet",False,,False,True,Multiple Experimental Setup sections for each technique
2106.07704,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.07704.pdf,They have instructions for each experiment run,,True,True,True,True,,True,,True,True,,https://github.com/HanGuo97/soft-Q-learning-for-text-generation,"Yes, same repo (Official Code)",python,"Dockerfile, run_experiments.py",requirements.txt,,True,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,"We sub-sampled 50k training examples from the SNLI dataset (Bowman et al., 2015),",False,"Note that hypothesis and hypotheses are words that are part of the work: (premise, hypothesis) sentence pairs,",False,True,Applications and Experiments sections
2106.10898,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.10898.pdf,No code released,,False,False,False,,,False,,False,,,,,,,,,True,"To address the aforementioned problems,",False,,True,Methodologies section/chapter,False,,False,,True,"Dataset. For this experiment, the personalization dataset3 has",False,,False,True,Experiments and Implementation section
2106.12177,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.12177.pdf,Theory paper,,False,False,False,,,False,,False,,,,,,,,,False,,False,,True,MAIN RESEARCH TOPICS AND METHODS section,False,,True,"Called ""Algorithm 1, 2..""",False,,False,,False,False,
2106.12936,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.12936.pdf,Math and proofs,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,False,,False,,False,False,
2106.13823,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2106.13823.pdf,Theory paper,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,False,,False,,False,False,
2107.01131,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2107.01131.pdf,"Code inside a zip file in repo. Most sections are ""to be updated""",,True,True,True,True,,False,,False,False,,https://github.com/qingguo666/FLO,"Yes, same repo (Official Code)",python,Incomplete repo (says to be updated),Incomplete repo (says to be updated),,False,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",False,,False,,False,True,Experiments section
2108.09779,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2108.09779.pdf,Their link in the abstract is a github.io link (actual github link not in paper). Papers with code does not point to the right one (points to their reference/previous work).,,True,True,False,False,True,True,,True,True,,https://github.com/pairlab/leibnizgym/,"Yes, different repo/previous work (Official Code) https://github.com/Denys88/rl_games",python,scripts/rlg_hydra.p,setup.py (package),Partially,True,,False,,True,Methods section,True,"In our experiments, we aim to answer the following four questions",False,,True,EGAD dataset,False,,False,True,Experiments section
2109.01372,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2109.01372.pdf,Good! Scripts to reproduce plots and experiments,,True,True,True,True,,True,,True,True,,https://github.com/dataiku-research/sample_noise_impact_on_active_learning,"Yes, same repo. (Two links but both redirec to the same directory. (Official Code)",,"plots.py, run.py",pip install cardinal in readme,,False,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,"Standard datasets - CIFAR, MNIST, Fashion",True,We hypothesize that this side-effect of diversity contributes to its success,False,True,Experiments section
2109.12784,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2109.12784.pdf,Good! Script to run all experiments,,True,True,True,True,,True,,True,True,,https://github.com/tliu1997/TI-SVM/,"Yes, same repo (Official Code)",python,main.py,Typed out in readme,,True,Motivated by the problem of learning with,False,,False,,False,,False,,True,"Standard datasets - CIFAR, MNIST, Fashion",False,,False,False,Details of Experimental evaluation section
2110.02343,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.02343.pdf,Theory paper,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,True,"Called ""Algorithm 4.1..""",False,,False,,False,False,
2110.02474,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.02474.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,False,,False,,False,True,Experiments section
2110.03135,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.03135.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,"summary, our findings and contributions are: 1) we show that the labeling of adversarial examples in adversarial training practice introduces label noise implicitly; 2)",False,,False,,True,"Standard datasets - CIFAR, MNIST, Fashion",False,,False,True,Experiment setup section
2110.05169,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.05169.pdf,,,True,True,False,True,True,False,,True,True,,https://github.com/facebookresearch/salina/tree/main/salina_examples/rl/subspace_of_policies,"Yes, same repo but links to the base directory (package) and not to the examples in the paper",python,,"requirements.txt, setup.py",Partially,False,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",False,,False,,False,True,EXPERIMENTS section
2110.08255,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.08255.pdf,Good! Has main script to get data and run experiments,,True,True,True,True,,True,,True,True,,https://github.com/18kiran12/Yformer-Time-Series-Forecasting,"Yes, same repo (Official Code)",python,main_yformer.py,requirements.txt,,True,Problem Formulation section,False,,True,Methodology section,False,,True,"Called ""Algorithm 1, 2..""",True,three real-world public datasets. ETTh1 and ETTh2 (Electricity Transformer Temperature3): These realworld datasets for the electric power deployment introduced by [35] combine,False,,False,True,Experiments section
2110.08432,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.08432.pdf,"Their code and data not released, only links to methods they compared",,False,False,False,,,False,,False,,,,,,,,,True,"To address this problem, we propose Adjoint MAML (A-MAML).",False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,"Third, we examined our approach in three real-world applications of collaborative filtering. To this end, we used the following datasets. (1) Jester-1(https://goldberg.berkeley.edu/ jester-data/) (Goldberg et al., 2001), which are about joke ratings",False,,False,True,Experiments section
2110.09902,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.09902.pdf,,,True,True,True,True,,True,,False,True,,https://github.com/tenghuilee/nnvolterra,"Yes, same repo (Community Code)",python and C++,MAKEFILE,Listed in readme,,False,,False,,False,"In summary, the main contribution of this paper include:  We proposed two methods to infer the proxy kernels.",False,,False,,True,MNIST,False,,False,False,
2110.11688,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.11688.pdf,,,True,False,False,True,,True,,True,True,,https://gitlab.inria.fr/pmangold1/private-coordinate-descent/,No,Python and C++,experiments.py,CMakeLists.txt,,True,,False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,"In this section, we assess the practical performance of DP-CD against (proximal) DP-SGD on LASSO4 and `2-regularized logistic regression5. On the latter problem, we also consider the dual private coordinate descent algorithm of Damaskinos et al. (2021) (DP-SCD). For LASSO, we use the California dataset (Kelley Pace and Barry, 1997), with n = 20; 640 records and p = 8 features as well as a synthetic dataset",False,,False,True,Numerical Experiments section
2110.14241,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2110.14241.pdf,"Their code and data not released, only links to repos of references they used",,False,False,False,,,False,,False,,,,,,,,,False,,True,Since our objective is for the agents to learn robust protocols that,False,,False,,True,"Called ""Algorithm 1, 2..""",True,compute the referential accuracy using images from the Flickr8k dataset [17],True,We hypothesize that a potential bottleneck of this and related approaches lies in the use of static populations,False,True,Experiments and Results section
2111.02997,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2111.02997.pdf,Code for the specific paper is in a different branch. Linked repo is contains all of his research,,True,True,True,True,False,True,,True,False,,https://github.com/ShangtongZhang/DeepRL,"Yes, same repo (Official Code)",python,"examples.py, Dockerfile",requirements.txt,,False,,False,,False,,True,"In particular, we are interested in the following three questions",False,,False,,False,,False,True,Experiments section
2111.03664,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2111.03664.pdf,"Their code and data not released, only GH links to methods they used",,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,False,,True,"As training datasets, we used the two most popular datasets: MJSynth [56] and SynthText [57].",False,,False,True,EXPERIMENTAL SETTINGS section
2111.08356,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2111.08356.pdf,"Their code and data not released, only links to methods implemented",,False,False,False,,,False,,False,,,,,,,,,True,"We propose a novel approach to this problem,",False,,False,,False,,True,"Called ""Algorithm 1, 2..""",True,Standard datasets - CIFAR,False,,False,True,Experiments section
2111.12673,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2111.12673.pdf,Good! Scripts to reproduce experiments with seeds,,True,True,True,True,,True,,False,True,,https://github.com/nicolinho/acc,"Yes, same repo (Official Code)",python,run_experiment.sh,pip install command with versions in readme pip install gym==0.17.2 mujoco-py==1.50.1.68 numpy==1.19.1 torch==1.6.0 torchvision==0.7.0,,True,To overcome these problems we propose a principled,False,,False,,False,,True,PSEUDOCODE section,False,,True,we hypothesize there,False,True,Experiments section
2111.15449,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2111.15449.pdf,"Readme in chinese, no instructions. Seems easy to reproduce though",,True,True,True,True,,True,,False,True,,https://github.com/tianyuzu/pod-loss,"Yes, same repo (Official Code)",python,train.py,,,False,,False,,True,Method section,False,,False,,True,"Standard datasets - CIFAR, ImageNet",False,,False,True,Experiments and Results section
2112.00016,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2112.00016.pdf,Should be very easy to reproduce,,True,True,True,True,,True,,False,True,,https://github.com/JessRachel97/Knots_across_dims,"Yes, same repo (Official Code)",python,learning.py,,,False,,False,The purpose of,False,,False,,False,,True,In zip file inside repo,False,,False,True,Experiments section
2112.03432,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2112.03432.pdf,No code or data released,,False,False,False,,,False,,False,,,,,,,,,False,,False,,False,,False,,True,,False,,False,,False,False,
2112.04871,manuscript,full_manuscript_manual_evaluation.csv,https://arxiv.org/pdf/2112.04871.pdf,Commands to reproduce experiments in readme.,,False,True,True,True,,True,,False,True,,https://github.com/wentao-xu/kge-cl,"Yes, same repo but also has another link to an older version of their model (Official Code)",python,"learn.py, process_datasets.py",Listed in readme,,True,"To address this problem, we propose",False,,True,Our Method section,False,,False,,True,Inside repo,False,,False,True,Exeprimental Setting section (mispelled)
